game_id,market,actor,actor_id,price,round,type,date,time,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.744074074,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.746030093,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,17:43:18,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.749409722,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,70,31,buy,13/03/2025,0.740138889,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,70,31,buy,13/03/2025,0.745925926,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.746435185,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,70,31,buy,13/03/2025,0.745833333,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.746666667,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.740949074,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.747094907,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.738611111,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,70,31,buy,13/03/2025,0.743541667,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.743611111,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.741909722,,,
9IRpFsLVpeuM,spades,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,1,31,sell,13/03/2025,0.747708333,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.744907407,,,
9IRpFsLVpeuM,diamonds,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,1,31,sell,13/03/2025,0.741793981,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.748206019,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.740277778,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.742743056,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.748263889,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.739143519,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,60,31,sell,13/03/2025,0.747303241,,,
9IRpFsLVpeuM,spades,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,1,31,sell,13/03/2025,0.738912037,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,56,31,sell,13/03/2025,0.740543981,,,
9IRpFsLVpeuM,spades,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,31,sell,13/03/2025,0.739768519,,,
